session_id,user_id,vehicle_id,station_id,start_time,end_time,duration_min,energy_kWh,session_day,session_type
CS0885,U009,V119,S056,2024-11-20 12:36:00,2024-11-20 14:33:00,117,90.52,Weekday,Regular
CS0886,U198,V096,S021,2024-11-18 06:09:00,2024-11-18 08:09:00,120,76.05,Weekday,Emergency
CS0887,U219,V123,S014,2024-11-28 19:01:00,2024-11-28 20:39:00,98,46.96,Weekend,Emergency
CS0888,U439,V229,S070,2024-11-05 15:49:00,2024-11-05 17:06:00,77,56.18,Weekday,Occasional
CS0889,U368,V169,S019,2024-11-04 18:03:00,2024-11-04 19:50:00,107,54.83,Weekday,Emergency
CS0890,U345,V429,S100,2024-11-10 17:20:00,2024-11-10 19:09:00,109,65.57,Weekend,Emergency
CS0891,U170,V150,S090,2024-11-23 16:08:00,2024-11-23 17:26:00,78,51.53,Weekday,Regular
CS0892,U480,V335,S043,2024-11-26 22:48:00,2024-11-26 23:39:00,51,18.71,Weekday,Regular
CS0893,U211,V323,S092,2024-11-14 11:36:00,2024-11-14 12:14:00,38,21.32,Weekend,Occasional
CS0894,U013,V136,S062,2024-11-27 18:33:00,2024-11-27 19:39:00,66,27.1,Weekday,Occasional
CS0895,U296,V288,S037,2024-11-26 08:03:00,2024-11-26 09:19:00,76,63.67,Weekend,Occasional
CS0896,U002,V342,S001,2024-11-07 18:02:00,2024-11-07 18:48:00,46,37.34,Weekend,Regular
CS0897,U067,V217,S064,2024-11-28 09:06:00,2024-11-28 10:01:00,55,31.19,Weekend,Emergency
CS0898,U314,V251,S033,2024-11-28 08:36:00,2024-11-28 10:04:00,88,35.41,Weekday,Occasional
CS0899,U297,V251,S067,2024-11-13 22:04:00,2024-11-13 23:22:00,78,29.04,Weekend,Occasional
CS0900,U153,V094,S066,2024-11-12 20:34:00,2024-11-12 22:04:00,90,57.7,Weekend,Regular
CS0901,U349,V353,S015,2024-11-26 15:15:00,2024-11-26 17:02:00,107,75.33,Weekday,Emergency
CS0902,U184,V496,S068,2024-11-26 18:05:00,2024-11-26 19:07:00,62,25.41,Weekday,Emergency
CS0903,U441,V250,S004,2024-11-28 16:42:00,2024-11-28 17:54:00,72,59.94,Weekday,Emergency
CS0904,U059,V387,S025,2024-11-20 06:35:00,2024-11-20 07:43:00,68,52.12,Weekend,Occasional
CS0905,U138,V378,S053,2024-11-13 17:11:00,2024-11-13 18:46:00,95,31.32,Weekend,Occasional
CS0906,U238,V086,S009,2024-11-14 13:56:00,2024-11-14 15:14:00,78,52.99,Weekday,Regular
CS0907,U114,V390,S027,2024-11-16 11:57:00,2024-11-16 12:55:00,58,42.36,Weekday,Regular
CS0908,U360,V089,S042,2024-11-09 16:15:00,2024-11-09 16:45:00,30,26.68,Weekend,Emergency
CS0909,U344,V124,S091,2024-11-08 14:15:00,2024-11-08 15:41:00,86,47.9,Weekend,Emergency
CS0910,U102,V295,S053,2024-11-05 20:42:00,2024-11-05 21:39:00,57,23.34,Weekday,Regular
CS0911,U363,V325,S012,2024-11-18 19:44:00,2024-11-18 20:28:00,44,11.43,Weekday,Emergency
CS0912,U418,V089,S023,2024-11-19 16:40:00,2024-11-19 17:43:00,63,47.2,Weekday,Regular
CS0913,U379,V005,S098,2024-11-04 15:52:00,2024-11-04 16:59:00,67,52.1,Weekend,Regular
CS0914,U264,V400,S044,2024-11-22 19:07:00,2024-11-22 21:07:00,120,55.83,Weekday,Emergency
CS0915,U037,V457,S056,2024-11-26 10:48:00,2024-11-26 12:23:00,95,66.98,Weekend,Emergency
CS0916,U100,V157,S002,2024-11-17 10:25:00,2024-11-17 11:32:00,67,33.7,Weekday,Occasional
CS0917,U383,V166,S056,2024-11-04 14:37:00,2024-11-04 16:33:00,116,28.75,Weekday,Emergency
CS0918,U059,V442,S003,2024-11-05 12:11:00,2024-11-05 13:02:00,51,43.55,Weekend,Regular
CS0919,U276,V215,S027,2024-11-04 22:12:00,2024-11-04 23:02:00,50,40.97,Weekday,Emergency
CS0920,U471,V167,S015,2024-11-03 07:14:00,2024-11-03 07:44:00,30,12.58,Weekday,Emergency
CS0921,U041,V344,S086,2024-11-25 11:34:00,2024-11-25 12:55:00,81,41.56,Weekend,Occasional
CS0922,U154,V288,S085,2024-11-13 06:22:00,2024-11-13 07:48:00,86,60.47,Weekday,Regular
CS0923,U461,V351,S007,2024-11-16 19:48:00,2024-11-16 21:22:00,94,65.37,Weekday,Emergency
CS0924,U159,V400,S086,2024-11-23 09:24:00,2024-11-23 10:45:00,81,38.34,Weekday,Regular
CS0925,U373,V446,S057,2024-11-15 22:40:00,2024-11-15 23:12:00,32,11.16,Weekend,Regular
CS0926,U114,V143,S049,2024-11-13 08:18:00,2024-11-13 09:31:00,73,50.54,Weekday,Occasional
CS0927,U245,V428,S004,2024-11-03 14:17:00,2024-11-03 16:00:00,103,79.6,Weekend,Emergency
CS0928,U268,V133,S026,2024-11-28 08:51:00,2024-11-28 09:37:00,46,32.77,Weekend,Emergency
CS0929,U197,V267,S059,2024-11-12 14:49:00,2024-11-12 16:41:00,112,54.47,Weekend,Occasional
CS0930,U326,V053,S034,2024-11-21 22:09:00,2024-11-21 22:56:00,47,17.57,Weekend,Regular
CS0931,U296,V454,S089,2024-11-19 10:21:00,2024-11-19 12:17:00,116,59.72,Weekend,Occasional
CS0932,U422,V498,S045,2024-11-16 21:57:00,2024-11-16 23:33:00,96,32.44,Weekend,Occasional
CS0933,U061,V245,S073,2024-11-22 21:23:00,2024-11-22 22:59:00,96,33.76,Weekday,Emergency
CS0934,U066,V217,S064,2024-11-12 07:06:00,2024-11-12 09:00:00,114,83.08,Weekday,Emergency
CS0935,U127,V169,S057,2024-11-06 12:11:00,2024-11-06 13:29:00,78,31.54,Weekday,Occasional
CS0936,U151,V465,S028,2024-11-25 14:08:00,2024-11-25 15:08:00,60,39.73,Weekend,Emergency
CS0937,U433,V484,S083,2024-11-15 07:31:00,2024-11-15 08:37:00,66,26.06,Weekend,Regular
CS0938,U429,V083,S048,2024-11-24 22:28:00,2024-11-24 22:58:00,30,18.49,Weekday,Emergency
CS0939,U149,V218,S097,2024-11-12 22:14:00,2024-11-13 00:14:00,120,54.27,Weekend,Regular
CS0940,U259,V307,S008,2024-11-26 18:50:00,2024-11-26 20:19:00,89,32.8,Weekday,Regular
CS0941,U021,V060,S006,2024-11-19 12:16:00,2024-11-19 13:10:00,54,31.83,Weekday,Emergency
CS0942,U346,V115,S059,2024-11-06 21:54:00,2024-11-06 23:09:00,75,41.37,Weekday,Regular
CS0943,U383,V176,S063,2024-11-26 07:49:00,2024-11-26 08:26:00,37,31.37,Weekday,Occasional
CS0944,U226,V163,S073,2024-11-28 22:25:00,2024-11-29 00:19:00,114,80.2,Weekend,Occasional
CS0945,U310,V210,S024,2024-11-23 10:15:00,2024-11-23 12:04:00,109,49.65,Weekend,Regular
CS0946,U475,V151,S047,2024-11-25 19:20:00,2024-11-25 20:01:00,41,25.71,Weekend,Emergency
CS0947,U012,V201,S004,2024-11-02 21:04:00,2024-11-02 21:59:00,55,17.47,Weekend,Emergency
CS0948,U096,V282,S009,2024-11-11 21:28:00,2024-11-11 23:15:00,107,83.7,Weekend,Emergency
CS0949,U086,V195,S003,2024-11-11 16:26:00,2024-11-11 17:49:00,83,59.61,Weekday,Occasional
CS0950,U039,V230,S006,2024-11-13 09:48:00,2024-11-13 10:55:00,67,32.27,Weekday,Regular
CS0951,U107,V163,S092,2024-11-24 22:05:00,2024-11-24 22:51:00,46,32.88,Weekday,Emergency
CS0952,U470,V453,S067,2024-11-01 17:14:00,2024-11-01 18:26:00,72,26.59,Weekend,Emergency
CS0953,U490,V285,S082,2024-11-10 21:02:00,2024-11-10 22:29:00,87,45.93,Weekend,Regular
CS0954,U161,V467,S086,2024-11-06 07:22:00,2024-11-06 07:58:00,36,15.37,Weekday,Occasional
CS0955,U497,V371,S098,2024-11-02 12:16:00,2024-11-02 13:31:00,75,36.6,Weekday,Occasional
CS0956,U496,V461,S050,2024-11-08 14:00:00,2024-11-08 15:46:00,106,67.08,Weekend,Regular
CS0957,U107,V450,S043,2024-11-06 18:11:00,2024-11-06 18:51:00,40,29.17,Weekend,Regular
CS0958,U091,V329,S007,2024-11-01 09:42:00,2024-11-01 11:06:00,84,71.7,Weekend,Regular
CS0959,U483,V093,S043,2024-11-07 22:15:00,2024-11-08 00:00:00,105,53.24,Weekend,Regular
CS0960,U208,V233,S062,2024-11-22 09:08:00,2024-11-22 10:40:00,92,57.95,Weekday,Emergency
CS0961,U488,V421,S052,2024-11-04 22:11:00,2024-11-04 22:55:00,44,29.56,Weekday,Occasional
CS0962,U214,V308,S009,2024-11-17 18:51:00,2024-11-17 20:05:00,74,57.04,Weekday,Regular
CS0963,U253,V419,S028,2024-11-10 16:26:00,2024-11-10 17:51:00,85,36.51,Weekday,Occasional
CS0964,U488,V117,S020,2024-11-06 21:47:00,2024-11-06 22:29:00,42,37.82,Weekend,Emergency
CS0965,U335,V222,S063,2024-11-20 06:35:00,2024-11-20 08:23:00,108,33.89,Weekend,Regular
CS0966,U006,V499,S042,2024-11-17 19:37:00,2024-11-17 21:05:00,88,54.69,Weekday,Occasional
CS0967,U412,V044,S010,2024-11-19 22:24:00,2024-11-19 23:41:00,77,19.63,Weekend,Occasional
CS0968,U332,V495,S059,2024-11-03 13:01:00,2024-11-03 13:55:00,54,17.72,Weekend,Emergency
CS0969,U475,V444,S072,2024-11-18 17:06:00,2024-11-18 18:14:00,68,43.0,Weekend,Occasional
CS0970,U376,V354,S076,2024-11-01 18:33:00,2024-11-01 19:09:00,36,12.4,Weekday,Regular
CS0971,U061,V485,S076,2024-11-02 09:16:00,2024-11-02 10:18:00,62,33.78,Weekend,Occasional
CS0972,U265,V052,S029,2024-11-02 10:19:00,2024-11-02 11:02:00,43,23.89,Weekend,Emergency
CS0973,U325,V465,S019,2024-11-18 07:24:00,2024-11-18 09:13:00,109,67.89,Weekend,Emergency
CS0974,U240,V465,S080,2024-11-26 08:20:00,2024-11-26 09:14:00,54,35.63,Weekday,Occasional
CS0975,U319,V436,S088,2024-11-14 16:40:00,2024-11-14 18:09:00,89,63.73,Weekday,Regular
CS0976,U040,V015,S071,2024-11-21 14:23:00,2024-11-21 16:05:00,102,37.97,Weekend,Emergency
CS0977,U219,V348,S090,2024-11-02 09:44:00,2024-11-02 11:22:00,98,63.69,Weekend,Regular
CS0978,U198,V446,S030,2024-11-23 12:23:00,2024-11-23 13:53:00,90,38.49,Weekday,Regular
CS0979,U265,V337,S030,2024-11-21 15:43:00,2024-11-21 16:57:00,74,63.74,Weekend,Occasional
CS0980,U483,V336,S005,2024-11-09 08:19:00,2024-11-09 09:54:00,95,64.48,Weekend,Emergency
CS0981,U339,V460,S081,2024-11-04 20:42:00,2024-11-04 21:48:00,66,41.77,Weekend,Regular
CS0982,U103,V419,S093,2024-11-09 10:42:00,2024-11-09 12:01:00,79,42.58,Weekday,Occasional
CS0983,U197,V295,S022,2024-11-07 14:23:00,2024-11-07 15:37:00,74,30.17,Weekend,Regular
CS0984,U031,V087,S001,2024-11-02 09:52:00,2024-11-02 11:07:00,75,59.29,Weekend,Emergency
CS0985,U489,V039,S023,2024-11-27 16:05:00,2024-11-27 16:51:00,46,13.03,Weekday,Regular
CS0986,U424,V136,S047,2024-11-22 17:18:00,2024-11-22 18:29:00,71,33.8,Weekday,Emergency
CS0987,U237,V404,S030,2024-11-11 14:47:00,2024-11-11 16:36:00,109,37.96,Weekday,Regular
CS0988,U124,V016,S077,2024-11-28 18:15:00,2024-11-28 19:53:00,98,62.96,Weekend,Occasional
CS0989,U026,V326,S072,2024-11-06 21:40:00,2024-11-06 23:19:00,99,50.76,Weekday,Regular
CS0990,U421,V128,S096,2024-11-20 06:20:00,2024-11-20 08:16:00,116,71.96,Weekend,Occasional
CS0991,U309,V243,S025,2024-11-09 13:18:00,2024-11-09 15:10:00,112,61.33,Weekend,Occasional
CS0992,U351,V232,S013,2024-11-06 17:08:00,2024-11-06 17:44:00,36,17.1,Weekend,Emergency
CS0993,U438,V471,S009,2024-11-19 20:59:00,2024-11-19 21:34:00,35,26.07,Weekend,Emergency
CS0994,U416,V166,S026,2024-11-02 20:01:00,2024-11-02 20:40:00,39,11.06,Weekend,Occasional
CS0995,U399,V316,S015,2024-11-05 09:53:00,2024-11-05 11:48:00,115,27.66,Weekend,Occasional
CS0996,U459,V409,S052,2024-11-11 07:30:00,2024-11-11 08:57:00,87,30.84,Weekday,Emergency
CS0997,U036,V061,S002,2024-11-16 13:00:00,2024-11-16 14:38:00,98,59.45,Weekday,Occasional
CS0998,U061,V297,S077,2024-11-27 11:52:00,2024-11-27 13:32:00,100,40.73,Weekend,Occasional
CS0999,U088,V446,S034,2024-11-17 15:13:00,2024-11-17 16:41:00,88,40.01,Weekday,Emergency
CS1000,U267,V035,S010,2024-11-28 19:36:00,2024-11-28 20:46:00,70,50.64,Weekday,Emergency
CS1001,U294,V150,S057,2024-11-09 15:39:00,2024-11-09 16:37:00,58,49.66,Weekday,Occasional
CS1002,U171,V119,S044,2024-11-08 09:16:00,2024-11-08 11:11:00,115,75.38,Weekend,Emergency
CS1003,U380,V205,S061,2024-11-03 11:47:00,2024-11-03 13:11:00,84,79.47,Weekday,Emergency
CS1004,U387,V469,S086,2024-11-17 10:27:00,2024-11-17 12:16:00,109,41.08,Weekend,Regular
CS1005,U067,V436,S077,2024-11-28 19:35:00,2024-11-28 21:20:00,105,63.41,Weekend,Occasional
CS1006,U417,V318,S029,2024-11-12 13:23:00,2024-11-12 14:51:00,88,53.54,Weekday,Regular
CS1007,U281,V047,S087,2024-11-06 16:35:00,2024-11-06 17:36:00,61,28.13,Weekend,Regular
CS1008,U424,V417,S020,2024-11-11 08:49:00,2024-11-11 10:32:00,103,91.6,Weekend,Occasional
CS1009,U402,V043,S050,2024-11-22 21:27:00,2024-11-22 22:45:00,78,31.88,Weekday,Emergency
CS1010,U327,V459,S092,2024-11-16 19:10:00,2024-11-16 19:42:00,32,18.64,Weekend,Occasional
CS1011,U002,V433,S039,2024-11-10 16:24:00,2024-11-10 18:17:00,113,72.57,Weekend,Emergency
CS1012,U130,V348,S053,2024-11-08 20:05:00,2024-11-08 20:56:00,51,41.03,Weekday,Emergency
CS1013,U345,V393,S009,2024-11-03 06:54:00,2024-11-03 08:40:00,106,45.45,Weekend,Regular
CS1014,U155,V108,S086,2024-11-24 10:20:00,2024-11-24 11:14:00,54,24.73,Weekend,Regular
CS1015,U308,V478,S035,2024-11-18 11:49:00,2024-11-18 13:09:00,80,47.88,Weekend,Emergency
CS1016,U124,V020,S053,2024-11-09 07:54:00,2024-11-09 09:07:00,73,27.98,Weekday,Emergency
CS1017,U105,V255,S052,2024-11-13 15:14:00,2024-11-13 16:23:00,69,42.03,Weekend,Occasional
CS1018,U004,V468,S095,2024-11-22 21:32:00,2024-11-22 22:25:00,53,21.49,Weekday,Regular
CS1019,U417,V141,S028,2024-11-15 19:40:00,2024-11-15 20:14:00,34,30.64,Weekend,Regular
CS1020,U128,V189,S047,2024-11-01 21:37:00,2024-11-01 22:14:00,37,19.68,Weekday,Regular
CS1021,U496,V356,S024,2024-11-01 08:29:00,2024-11-01 09:34:00,65,39.58,Weekday,Emergency
CS1022,U083,V490,S091,2024-11-25 17:19:00,2024-11-25 18:34:00,75,26.63,Weekday,Occasional
CS1023,U481,V265,S011,2024-11-28 13:49:00,2024-11-28 15:36:00,107,80.16,Weekend,Emergency
CS1024,U247,V440,S020,2024-11-02 06:40:00,2024-11-02 07:57:00,77,53.37,Weekday,Occasional
CS1025,U199,V176,S072,2024-11-22 06:49:00,2024-11-22 07:21:00,32,25.82,Weekday,Emergency
CS1026,U310,V181,S075,2024-11-22 18:20:00,2024-11-22 19:16:00,56,20.06,Weekday,Regular
CS1027,U079,V097,S010,2024-11-06 20:01:00,2024-11-06 21:52:00,111,62.03,Weekday,Emergency
CS1028,U433,V153,S012,2024-11-10 19:36:00,2024-11-10 20:06:00,30,11.16,Weekend,Occasional
CS1029,U206,V381,S064,2024-11-01 09:24:00,2024-11-01 11:14:00,110,74.58,Weekday,Regular
CS1030,U209,V221,S039,2024-11-09 18:53:00,2024-11-09 20:29:00,96,26.39,Weekend,Emergency
CS1031,U280,V500,S060,2024-11-25 20:57:00,2024-11-25 22:36:00,99,71.82,Weekday,Emergency
CS1032,U041,V332,S077,2024-11-20 14:08:00,2024-11-20 15:58:00,110,27.37,Weekend,Emergency
CS1033,U097,V250,S081,2024-11-19 12:56:00,2024-11-19 13:59:00,63,55.59,Weekend,Occasional
CS1034,U343,V176,S022,2024-11-06 16:45:00,2024-11-06 17:39:00,54,48.24,Weekend,Emergency
CS1035,U250,V324,S032,2024-11-15 07:10:00,2024-11-15 08:44:00,94,31.57,Weekend,Emergency
CS1036,U118,V284,S091,2024-11-08 11:28:00,2024-11-08 12:25:00,57,22.89,Weekend,Emergency
CS1037,U006,V061,S020,2024-11-18 08:23:00,2024-11-18 10:09:00,106,65.46,Weekday,Emergency
CS1038,U292,V275,S008,2024-11-20 07:20:00,2024-11-20 08:31:00,71,41.14,Weekend,Emergency
CS1039,U292,V387,S069,2024-11-16 06:27:00,2024-11-16 07:56:00,89,53.9,Weekend,Emergency
CS1040,U367,V078,S046,2024-11-16 21:37:00,2024-11-16 22:31:00,54,42.55,Weekend,Regular
CS1041,U473,V438,S044,2024-11-12 14:14:00,2024-11-12 16:13:00,119,79.14,Weekend,Emergency
CS1042,U122,V452,S031,2024-11-27 19:55:00,2024-11-27 21:12:00,77,56.69,Weekday,Occasional
CS1043,U032,V196,S018,2024-11-05 17:10:00,2024-11-05 18:54:00,104,46.74,Weekend,Occasional
CS1044,U492,V119,S074,2024-11-14 07:40:00,2024-11-14 08:45:00,65,53.85,Weekday,Occasional
CS1045,U315,V400,S079,2024-11-09 21:01:00,2024-11-09 22:22:00,81,38.0,Weekday,Occasional
CS1046,U164,V457,S066,2024-11-24 06:54:00,2024-11-24 07:45:00,51,38.91,Weekend,Occasional
CS1047,U330,V137,S013,2024-11-22 21:38:00,2024-11-22 23:32:00,114,72.18,Weekday,Occasional
CS1048,U025,V180,S020,2024-11-04 09:02:00,2024-11-04 10:54:00,112,55.24,Weekend,Occasional
CS1049,U234,V210,S052,2024-11-15 12:49:00,2024-11-15 14:47:00,118,70.32,Weekday,Occasional
CS1050,U174,V035,S068,2024-11-23 12:11:00,2024-11-23 13:36:00,85,62.43,Weekday,Occasional
CS1051,U370,V327,S015,2024-11-11 19:34:00,2024-11-11 20:14:00,40,25.79,Weekday,Emergency
CS1052,U317,V072,S003,2024-11-22 07:17:00,2024-11-22 08:09:00,52,14.73,Weekend,Regular
CS1053,U042,V212,S093,2024-11-21 06:56:00,2024-11-21 07:39:00,43,28.02,Weekend,Emergency
CS1054,U120,V348,S098,2024-11-21 21:32:00,2024-11-21 22:09:00,37,26.54,Weekday,Occasional
CS1055,U205,V037,S023,2024-11-10 09:53:00,2024-11-10 11:07:00,74,28.22,Weekday,Occasional
CS1056,U022,V258,S005,2024-11-02 16:44:00,2024-11-02 17:21:00,37,14.73,Weekday,Regular
CS1057,U204,V225,S086,2024-11-26 17:52:00,2024-11-26 19:04:00,72,44.51,Weekday,Emergency
CS1058,U389,V008,S012,2024-11-23 06:34:00,2024-11-23 08:03:00,89,54.63,Weekday,Regular
CS1059,U471,V384,S041,2024-11-19 17:36:00,2024-11-19 18:29:00,53,30.44,Weekday,Regular
CS1060,U061,V331,S021,2024-11-04 10:44:00,2024-11-04 12:35:00,111,37.03,Weekend,Emergency
CS1061,U060,V278,S098,2024-11-10 12:12:00,2024-11-10 13:50:00,98,63.38,Weekend,Regular
CS1062,U174,V131,S071,2024-11-12 09:30:00,2024-11-12 11:22:00,112,42.68,Weekend,Emergency
CS1063,U289,V481,S008,2024-11-26 13:46:00,2024-11-26 15:08:00,82,42.38,Weekday,Regular
CS1064,U369,V003,S052,2024-11-27 14:24:00,2024-11-27 15:01:00,37,12.82,Weekday,Regular
CS1065,U337,V457,S014,2024-11-05 17:18:00,2024-11-05 19:12:00,114,80.07,Weekday,Occasional
CS1066,U213,V223,S019,2024-11-01 07:29:00,2024-11-01 09:02:00,93,29.13,Weekend,Occasional
CS1067,U443,V394,S065,2024-11-22 14:41:00,2024-11-22 16:25:00,104,56.0,Weekday,Regular
CS1068,U350,V156,S021,2024-11-13 21:57:00,2024-11-13 23:45:00,108,55.86,Weekday,Emergency
CS1069,U085,V009,S093,2024-11-01 07:23:00,2024-11-01 08:13:00,50,29.07,Weekday,Emergency
CS1070,U013,V385,S019,2024-11-25 16:50:00,2024-11-25 17:48:00,58,20.8,Weekday,Occasional
CS1071,U041,V261,S098,2024-11-14 14:54:00,2024-11-14 15:54:00,60,33.26,Weekday,Occasional
CS1072,U238,V427,S004,2024-11-14 19:54:00,2024-11-14 21:20:00,86,42.38,Weekend,Emergency
CS1073,U238,V453,S085,2024-11-05 11:30:00,2024-11-05 12:55:00,85,26.57,Weekday,Emergency
CS1074,U279,V284,S081,2024-11-13 16:28:00,2024-11-13 17:33:00,65,30.2,Weekend,Occasional
CS1075,U377,V492,S014,2024-11-15 20:13:00,2024-11-15 20:57:00,44,15.75,Weekend,Occasional
CS1076,U217,V008,S006,2024-11-15 07:04:00,2024-11-15 08:46:00,102,67.2,Weekend,Regular
CS1077,U373,V310,S063,2024-11-15 17:25:00,2024-11-15 19:06:00,101,78.81,Weekday,Emergency
CS1078,U250,V240,S092,2024-11-14 11:15:00,2024-11-14 12:07:00,52,21.1,Weekend,Occasional
CS1079,U078,V121,S037,2024-11-10 16:56:00,2024-11-10 17:43:00,47,30.6,Weekend,Occasional
CS1080,U127,V335,S047,2024-11-18 12:55:00,2024-11-18 14:42:00,107,44.59,Weekend,Regular
CS1081,U090,V223,S044,2024-11-13 10:00:00,2024-11-13 10:43:00,43,12.72,Weekday,Occasional
CS1082,U347,V397,S044,2024-11-10 18:05:00,2024-11-10 18:50:00,45,21.47,Weekday,Occasional
CS1083,U316,V343,S060,2024-11-21 16:01:00,2024-11-21 17:13:00,72,33.18,Weekend,Occasional
CS1084,U265,V140,S020,2024-11-27 20:36:00,2024-11-27 22:08:00,92,65.94,Weekday,Occasional
CS1085,U432,V211,S009,2024-11-10 06:02:00,2024-11-10 07:12:00,70,29.85,Weekday,Occasional
CS1086,U015,V110,S038,2024-11-08 20:01:00,2024-11-08 21:47:00,106,29.35,Weekend,Emergency
CS1087,U457,V327,S016,2024-11-20 21:37:00,2024-11-20 23:25:00,108,69.94,Weekday,Emergency
CS1088,U032,V363,S087,2024-11-16 12:28:00,2024-11-16 13:26:00,58,28.45,Weekend,Occasional
CS1089,U091,V459,S075,2024-11-18 14:57:00,2024-11-18 16:27:00,90,48.67,Weekend,Regular
CS1090,U420,V111,S077,2024-11-17 21:58:00,2024-11-17 23:14:00,76,46.64,Weekend,Regular
CS1091,U137,V485,S032,2024-11-21 14:38:00,2024-11-21 16:25:00,107,54.02,Weekday,Occasional
CS1092,U290,V162,S035,2024-11-20 07:49:00,2024-11-20 08:51:00,62,39.45,Weekday,Emergency
CS1093,U190,V371,S022,2024-11-16 13:42:00,2024-11-16 15:37:00,115,40.28,Weekend,Regular
CS1094,U153,V469,S087,2024-11-24 18:06:00,2024-11-24 19:10:00,64,19.65,Weekday,Occasional
CS1095,U056,V065,S007,2024-11-09 11:51:00,2024-11-09 13:17:00,86,47.72,Weekday,Emergency
CS1096,U365,V421,S085,2024-11-13 19:31:00,2024-11-13 20:59:00,88,64.58,Weekend,Occasional
CS1097,U095,V077,S044,2024-11-24 11:54:00,2024-11-24 13:40:00,106,57.53,Weekend,Emergency
CS1098,U420,V338,S075,2024-11-19 11:22:00,2024-11-19 11:53:00,31,22.78,Weekday,Regular
CS1099,U203,V114,S025,2024-11-27 18:15:00,2024-11-27 20:09:00,114,79.38,Weekday,Regular
CS1100,U376,V014,S017,2024-11-15 17:23:00,2024-11-15 18:30:00,67,16.92,Weekday,Emergency
CS1101,U285,V043,S021,2024-11-26 14:46:00,2024-11-26 16:28:00,102,49.84,Weekday,Regular
CS1102,U347,V481,S099,2024-11-24 11:00:00,2024-11-24 12:08:00,68,44.21,Weekend,Occasional
CS1103,U376,V072,S031,2024-11-24 22:13:00,2024-11-24 23:51:00,98,29.0,Weekday,Occasional
CS1104,U238,V111,S049,2024-11-24 12:02:00,2024-11-24 12:33:00,31,16.02,Weekday,Regular
CS1105,U169,V190,S057,2024-11-22 07:19:00,2024-11-22 08:33:00,74,22.64,Weekday,Occasional
CS1106,U271,V076,S019,2024-11-11 19:33:00,2024-11-11 20:21:00,48,31.21,Weekday,Emergency
CS1107,U242,V388,S014,2024-11-23 11:58:00,2024-11-23 13:23:00,85,41.66,Weekend,Emergency
CS1108,U235,V242,S071,2024-11-16 20:35:00,2024-11-16 21:59:00,84,65.23,Weekday,Occasional
CS1109,U019,V082,S028,2024-11-25 21:21:00,2024-11-25 22:27:00,66,27.21,Weekend,Occasional
CS1110,U020,V074,S068,2024-11-20 11:17:00,2024-11-20 13:12:00,115,54.6,Weekday,Occasional
CS1111,U328,V285,S075,2024-11-15 08:20:00,2024-11-15 09:14:00,54,39.16,Weekend,Regular
CS1112,U307,V071,S080,2024-11-25 06:09:00,2024-11-25 07:03:00,54,15.25,Weekday,Occasional
CS1113,U060,V175,S050,2024-11-16 22:45:00,2024-11-16 23:59:00,74,25.22,Weekday,Emergency
CS1114,U214,V440,S020,2024-11-03 20:10:00,2024-11-03 21:20:00,70,43.32,Weekday,Emergency
CS1115,U074,V017,S013,2024-11-22 22:18:00,2024-11-22 23:08:00,50,24.72,Weekday,Regular
CS1116,U190,V238,S041,2024-11-28 08:01:00,2024-11-28 09:00:00,59,32.17,Weekday,Occasional
CS1117,U370,V237,S031,2024-11-15 14:06:00,2024-11-15 14:45:00,39,23.64,Weekend,Regular
CS1118,U134,V186,S029,2024-11-02 15:51:00,2024-11-02 16:49:00,58,42.4,Weekday,Emergency
CS1119,U020,V309,S052,2024-11-21 20:46:00,2024-11-21 21:50:00,64,37.05,Weekday,Regular
CS1120,U431,V379,S007,2024-11-14 22:53:00,2024-11-15 00:41:00,108,93.31,Weekday,Emergency
CS1121,U492,V154,S098,2024-11-08 15:22:00,2024-11-08 16:37:00,75,25.98,Weekday,Emergency
CS1122,U441,V106,S018,2024-11-22 11:36:00,2024-11-22 12:35:00,59,22.13,Weekend,Occasional
CS1123,U156,V125,S034,2024-11-25 10:14:00,2024-11-25 11:46:00,92,63.34,Weekday,Emergency
CS1124,U353,V355,S015,2024-11-11 14:10:00,2024-11-11 15:41:00,91,78.48,Weekday,Regular
CS1125,U069,V367,S090,2024-11-06 20:00:00,2024-11-06 21:06:00,66,29.22,Weekday,Occasional
CS1126,U456,V274,S037,2024-11-16 06:38:00,2024-11-16 07:29:00,51,18.11,Weekday,Regular
CS1127,U447,V009,S098,2024-11-24 11:31:00,2024-11-24 12:15:00,44,23.1,Weekday,Occasional
CS1128,U143,V452,S091,2024-11-17 10:32:00,2024-11-17 11:37:00,65,44.75,Weekend,Regular
CS1129,U308,V073,S065,2024-11-14 13:29:00,2024-11-14 15:09:00,100,39.91,Weekday,Occasional
CS1130,U016,V178,S014,2024-11-22 12:55:00,2024-11-22 13:59:00,64,31.06,Weekday,Regular
CS1131,U087,V363,S080,2024-11-17 08:54:00,2024-11-17 10:25:00,91,47.04,Weekday,Emergency
CS1132,U238,V440,S031,2024-11-10 17:22:00,2024-11-10 18:01:00,39,25.7,Weekend,Regular
CS1133,U314,V401,S100,2024-11-12 11:03:00,2024-11-12 12:16:00,73,36.42,Weekday,Emergency
CS1134,U401,V191,S055,2024-11-09 09:28:00,2024-11-09 10:24:00,56,46.73,Weekend,Emergency
