station name,street address,city,state,zip,ev level1 evse num,ev level2 evse num,ev dc fast count,ev network,ev connector types,access code,facility type,total_chargers,has_level1,has_level2,has_dc_fast,zip_code,county_name,electricity_rate_per_kwh,rate_tier_x,rate_per_kwh,rate_tier_y
MONTRACHET1 MONTRACHET APTS,3200 Soscol Ave,Napa,CA,94558,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94558.0,Napa,0.4597,Low,0.4597,Low
AHBD ADVENTIST 8,1609 28th St,Bakersfield,CA,93301,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,93301.0,Kern,0.4597,Low,0.4597,Low
LA PLAZA CVS UPSTAIRS1,555 N Broadway,Los Angeles,CA,90012,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90012.0,Los Angeles,0.3,Lowest,0.3,Lowest
MUROCJUSD STATION1,17100 Foothill Ave,North Edwards,CA,93523,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,93523.0,Kern,0.4597,Low,0.4597,Low
NORTHSTAR MGMT SHOREHAM 2,5075 Shoreham Pl,San Diego,CA,92122,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92122.0,San Diego,0.4597,Low,0.4597,Low
Brea Mall,1065 Brea Mall Drive,Brea,CA,92821,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,92821.0,Orange,0.3869,Lowest,0.3869,Lowest
Rivermark Village - Tesla Supercharger,3945 Rivermark Plaza,Santa Clara,CA,95054,0.0,0.0,16.0,Tesla,TESLA,public,SHOPPING_MALL,16.0,False,False,True,95054.0,Santa Clara,0.4597,Low,0.4597,Low
ROW DTLA - Tesla Supercharger,787 S. Alameda Street,Los Angeles,CA,90021,0.0,0.0,16.0,Tesla,TESLA,public,SHOPPING_MALL,16.0,False,False,True,90021.0,Los Angeles,0.3,Lowest,0.3,Lowest
"BEAUMONT, CA NORTH STATION",600 E 6th St,Beaumont,CA,92223,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92223.0,Riverside,0.3869,Lowest,0.3869,Lowest
MENDO COLLEGE LAKE EV1,2565 Parallel Dr,Lakeport,CA,95453,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95453.0,Lake,0.4597,Low,0.4597,Low
MENDO COLLEGE EAST EV3,1000 Hensley Creek Rd,Ukiah,CA,95482,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95482.0,Mendocino,0.4597,Low,0.4597,Low
MENDO COLLEGE WILLITS EV1,375 E Commercial St,Willits,CA,95490,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95490.0,Mendocino,0.4597,Low,0.4597,Low
LA PLAZA PUBLIC STATION2,555 N Spring St,Los Angeles,CA,90012,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90012.0,Los Angeles,0.3,Lowest,0.3,Lowest
"Target T2165 - Vista, CA",3150 Business Park Dr.,Vista,CA,92081,0.0,1.0,3.0,Electrify America,CHADEMO J1772 J1772COMBO,public,,4.0,False,True,True,92081.0,San Diego,0.4597,Low,0.4597,Low
THE VINEYARDS VAPR NORTH 7,20065 W. Rinaldi St,Los Angeles,CA,91326,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91326.0,Los Angeles,0.3,Lowest,0.3,Lowest
HILLTOP STATION 2,3170 Hilltop Mall Rd,Richmond,CA,94806,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94806.0,Contra Costa,0.4597,Low,0.4597,Low
CTS CHARGEPOINT STATION 3,600 Hansen Way,Palo Alto,CA,94304,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94304.0,Santa Clara,0.4597,Low,0.4597,Low
LMC LMC LOT A STN06,Lakeview Cir,Pittsburg,CA,94565,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94565.0,Contra Costa,0.4597,Low,0.4597,Low
LMC LMC LOT A STN10,East Leland Rd &amp; Lakeview Cir,Pittsburg,CA,94565,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94565.0,Contra Costa,0.4597,Low,0.4597,Low
CITY OF NOVATO 1549 HILL RD.4,1541 Hill Rd,Novato,CA,94947,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94947.0,Marin,0.4597,Low,0.4597,Low
CITY OF NOVATO 1549 HILL RD.3,1549 Hill Rd,Novato,CA,94947,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94947.0,Marin,0.4597,Low,0.4597,Low
SANTA CLARA STATION #6,750 Reed St,Santa Clara,CA,95050,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95050.0,Santa Clara,0.4597,Low,0.4597,Low
SANTA CLARA STATION #3,788 Reed St,Santa Clara,CA,95050,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95050.0,Santa Clara,0.4597,Low,0.4597,Low
SRSC-Glenwood_SanRafael_O,25 W. CASTLEWOOD DR.,SAN RAFAEL,CA,94901,0.0,14.0,0.0,SHELL_RECHARGE,J1772,public,,14.0,False,True,False,94901.0,Marin,0.4597,Low,0.4597,Low
"Target T2179 -Diamond Bar, CA",747 Grand Avenue,Diamond Bar,CA,91765,0.0,1.0,3.0,Electrify America,CHADEMO J1772 J1772COMBO,public,,4.0,False,True,True,91765.0,Los Angeles,0.3,Lowest,0.3,Lowest
SANTA MONICA LOT 5S 7,2701 Barnard Way,Santa Monica,CA,90405,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90405.0,Los Angeles,0.3,Lowest,0.3,Lowest
SANTA CLARA STATION #1,778 Reed St,Santa Clara,CA,95050,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95050.0,Santa Clara,0.4597,Low,0.4597,Low
Target - Tesla Supercharger,51 Tierra Rejada Road,Simi Valley,CA,93065,0.0,0.0,16.0,Tesla,TESLA,public,SHOPPING_CENTER,16.0,False,False,True,93065.0,Ventura,0.3869,Lowest,0.3869,Lowest
CLARENDON SPACE G1,22131 Clarendon St,Los Angeles,CA,91367,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91367.0,Los Angeles,0.3,Lowest,0.3,Lowest
DAC EV 2 STATION 3,21535 Hawthorne Blvd,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503.0,Los Angeles,0.3,Lowest,0.3,Lowest
DAC EV 2 STATION 1,Unnamed Road,Torrance,CA,90503,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90503.0,Los Angeles,0.3,Lowest,0.3,Lowest
932 S Flower St,932 S Flower St,Los Angeles,CA,90015,0.0,1.0,0.0,SHELL_RECHARGE,J1772,public,,1.0,False,True,False,90015.0,Los Angeles,0.3,Lowest,0.3,Lowest
UC UCIMC TRIANGLE LOT 04,3505 Chapman Ave,Orange,CA,92868,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92868.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC ST 17300 23,17300 Laguna Canyon Rd,Irvine,CA,92603,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92603.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC ST 17800 61,17800 Laguna Canyon Rd,Irvine,CA,92618,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92618.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC ST 17200 09,17200 Laguna Canyon Rd,Irvine,CA,92603,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92603.0,Orange,0.3869,Lowest,0.3869,Lowest
IRVINE  CO  OFC ST 17240 19,17240 Laguna Canyon Rd,Irvine,CA,92603,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92603.0,Orange,0.3869,Lowest,0.3869,Lowest
LULUBELLE'S EV STATION 1,31621 Pleasant Dr,Running Springs,CA,92382,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92382.0,San Bernardino,0.3869,Lowest,0.3869,Lowest
MURRIETA COMMON HOLIDAY INN 1,24761 Hospitality Pl,Murrieta,CA,92562,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92562.0,Riverside,0.3869,Lowest,0.3869,Lowest
420605-Prizma,904 N. La Brea,Los Angeles,CA,90038,0.0,2.0,0.0,SHELL_RECHARGE,J1772,public,,2.0,False,True,False,90038.0,Los Angeles,0.3,Lowest,0.3,Lowest
Raley's - Tesla Supercharger,4700 Freeport Blvd,Sacramento,CA,95822,0.0,0.0,8.0,Tesla,TESLA,public,GROCERY,8.0,False,False,True,95822.0,Sacramento,0.3869,Lowest,0.3869,Lowest
Target - Tesla Supercharger,990 990 Avenida Vista Hermosa,San Clemente,CA,92673,0.0,0.0,16.0,Tesla,TESLA,public,SHOPPING_CENTER,16.0,False,False,True,92673.0,Orange,0.3869,Lowest,0.3869,Lowest
"Cinemark  2600 W. Avenue I, Lancaster, CA",2600 W. Avenue I,Lancaster,CA,93536,0.0,4.0,0.0,Volta,J1772,public,,4.0,False,True,False,93536.0,Kern,0.4597,Low,0.4597,Low
"Pavilions 14845 Ventura Blvd., Sherman Oaks",14845 Ventura Blvd,Sherman Oaks,CA,91403,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,91403.0,Los Angeles,0.3,Lowest,0.3,Lowest
Whole Foods Market Sherman Oaks SHM,"14311 Ventura Boulevard,",Sherman Oaks,CA,91423,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,91423.0,Los Angeles,0.3,Lowest,0.3,Lowest
Toyota of Lancaster,43301 12th St W,Lancaster,CA,93534,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
Antelope Valley Ford,1155 Auto Mall Dr,Lancaster,CA,93534,0.0,1.0,0.0,Non-Networked,J1772,public,CAR_DEALER,1.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
Antelope Valley Chevrolet,1160 Motor Ln,Lancaster,CA,93534,0.0,2.0,0.0,Non-Networked,J1772,public,CAR_DEALER,2.0,False,True,False,93534.0,Los Angeles,0.3,Lowest,0.3,Lowest
Target - Tesla Supercharger,2700 West 120th Avenue,Hawthorne,CA,90250,0.0,0.0,20.0,Tesla,TESLA,public,SHOPPING_CENTER,20.0,False,False,True,90250.0,Los Angeles,0.3,Lowest,0.3,Lowest
WSRH TRAVERSE,181-187 Avram Ave,Rohnert Park,CA,94928,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94928.0,Sonoma,0.4597,Low,0.4597,Low
META MPK10-03,1 Hacker Way Building 10,Menlo Park,CA,94025,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94025.0,San Mateo,0.4597,Low,0.4597,Low
LAKEWOOD PLAZA STATION 2,6235 E Spring St,Long Beach,CA,90808,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90808.0,Los Angeles,0.3,Lowest,0.3,Lowest
DC CORRIDOR TARGET M DC4,133 General Stilwell Dr,Marina,CA,93933,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93933.0,Monterey,0.4597,Low,0.4597,Low
TOWERS AT SHORE 205 STATION 4,203 Redwood Shores Pkwy,Redwood City,CA,94065,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94065.0,San Mateo,0.4597,Low,0.4597,Low
Foods Co 387,2443-H DELA ROSA SR ST,Soledad,CA,93960,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,93960.0,Monterey,0.4597,Low,0.4597,Low
"BOA Redlands Main CA6-130 (Redlands, CA)",305 E STATE ST,Redlands,CA,92373,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,92373.0,Riverside,0.3869,Lowest,0.3869,Lowest
THERADFORD SPACE 25,4725 Radford Ave,Los Angeles,CA,91607,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,91607.0,Los Angeles,0.3,Lowest,0.3,Lowest
Lakeshore Plaza,4258 Ocean Avenue,San Francisco,CA,94132,0.0,1.0,3.0,Electrify America,CHADEMO J1772 J1772COMBO,public,,4.0,False,True,True,94132.0,San Francisco,0.4597,Low,0.4597,Low
SACRAMENTO MEM-2,814 15th St 801 14th St,Sacramento,CA,95814,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95814.0,Sacramento,0.3869,Lowest,0.3869,Lowest
Target - Tesla Supercharger,950 Groveland Lane,Lincoln,CA,95648,0.0,0.0,8.0,Tesla,TESLA,public,SHOPPING_CENTER,8.0,False,False,True,95648.0,Placer,0.4597,Low,0.4597,Low
McDonald’s,5019 Torrance Blvd,Torrance,CA,90503,0.0,2.0,0.0,Non-Networked,J1772,public,RESTAURANT,2.0,False,True,False,90503.0,Los Angeles,0.3,Lowest,0.3,Lowest
SANTA CLARA CITY HALL #1,1500 Warburton Ave,Santa Clara,CA,95050,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,95050.0,Santa Clara,0.4597,Low,0.4597,Low
UC UCIMC B53 02,53 Hospital Frontage Rd,Orange,CA,92868,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92868.0,Orange,0.3869,Lowest,0.3869,Lowest
Hilton Hotel San Gabriel,225 W Valley Blvd,San Gabriel,CA,91776,0.0,0.0,8.0,EVCS,CHADEMO J1772COMBO,public,HOTEL,8.0,False,False,True,91776.0,Los Angeles,0.3,Lowest,0.3,Lowest
HELLYER STATION 3,5400 Hellyer Ave,San Jose,CA,95138,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95138.0,Santa Clara,0.4597,Low,0.4597,Low
CENTERVIEW 5W 04,2010 Main St.,Irvine,CA,92614,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92614.0,Orange,0.3869,Lowest,0.3869,Lowest
CV1 CV1,46750 Mountain Cove Dr,Indian Wells,CA,92210,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92210.0,Riverside,0.3869,Lowest,0.3869,Lowest
4CD SRC ELOT STN 06,1690 Watermill Rd,San Ramon,CA,94582,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94582.0,Contra Costa,0.4597,Low,0.4597,Low
Antelope Valley Mall - Tesla Supercharger,1233 Rancho Vista Boulevard,Palmdale,CA,93551,0.0,0.0,20.0,Tesla,TESLA,public,SHOPPING_MALL,20.0,False,False,True,93551.0,Los Angeles,0.3,Lowest,0.3,Lowest
University of California Los Angeles - Parking Structure 1,701 Gayley Ave,Los Angeles,CA,90024,0.0,6.0,0.0,Non-Networked,J1772,public,COLLEGE_CAMPUS,6.0,False,True,False,90024.0,Los Angeles,0.3,Lowest,0.3,Lowest
University of California Los Angeles - Parking Structure 5,Royce Dr,Los Angeles,CA,90095,0.0,2.0,0.0,Non-Networked,J1772,public,COLLEGE_CAMPUS,2.0,False,True,False,90095.0,Los Angeles,0.3,Lowest,0.3,Lowest
University of California Los Angeles - Parking Structure 32,107 Veteran Ave,Los Angeles,CA,90024,0.0,4.0,0.0,Non-Networked,J1772,public,COLLEGE_CAMPUS,4.0,False,True,False,90024.0,Los Angeles,0.3,Lowest,0.3,Lowest
University of California Los Angeles - Sunset Village Parking Structure,200 De Neve Dr,Los Angeles,CA,90095,0.0,4.0,0.0,Non-Networked,J1772,public,COLLEGE_CAMPUS,4.0,False,True,False,90095.0,Los Angeles,0.3,Lowest,0.3,Lowest
Alice Griffith Apartments - 2700,"2700 Arelious Walker Dr,",San Francisco,CA,94124,0.0,2.0,0.0,Blink Network,J1772,public,,2.0,False,True,False,94124.0,San Francisco,0.4597,Low,0.4597,Low
6055 WASHINGTON 6055 - #7,6055 E. Washington Blvd.,Commerce,CA,90040,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90040.0,Los Angeles,0.3,Lowest,0.3,Lowest
"BOA Sonoma CA3-109 (Sonoma, CA)",35 W Napa St,Sonoma,CA,95476,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,95476.0,Napa,0.4597,Low,0.4597,Low
EV BLDG N STATION #1,3935 Point Eden Way,Hayward,CA,94545,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,94545.0,Alameda,0.4597,Low,0.4597,Low
GILDRED DUAL ENCINAS #1,5441 Avenida Encinas,Carlsbad,CA,92008,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92008.0,San Diego,0.4597,Low,0.4597,Low
Broadway Plaza,1275 Broadway Plaza,Walnut Creek,CA,94596,0.0,1.0,3.0,Electrify America,CHADEMO J1772 J1772COMBO,public,,4.0,False,True,True,94596.0,Contra Costa,0.4597,Low,0.4597,Low
DC CORRIDOR TARGET H DC3,1790 Airline HWY,Hollister,CA,95023,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,95023.0,San Benito,0.4597,Low,0.4597,Low
CITY OF INDIO CITY HALL 2,100 Civic Center Dr,Indio,CA,92201,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92201.0,Riverside,0.3869,Lowest,0.3869,Lowest
Magnolia Square Shopping Center,2005 Crow Canyon Place,San Ramon,CA,94583,0.0,1.0,3.0,Electrify America,CHADEMO J1772 J1772COMBO,public,,4.0,False,True,True,94583.0,Contra Costa,0.4597,Low,0.4597,Low
Dr. George W. Davis Senior Center,1751 Carroll Ave,San Francisco,CA,94124,0.0,2.0,0.0,Blink Network,J1772,public,,2.0,False,True,False,94124.0,San Francisco,0.4597,Low,0.4597,Low
Moraga Town Offices,329 Rheem Blvd.,Moraga,CA,94566,0.0,2.0,0.0,Blink Network,J1772,public,,2.0,False,True,False,94566.0,Alameda,0.4597,Low,0.4597,Low
CUSTOMER EV DC FAST,14644 Valley Center Drive,Victorville,CA,92395,0.0,0.0,1.0,ChargePoint Network,J1772COMBO,public,,1.0,False,False,True,92395.0,San Bernardino,0.3869,Lowest,0.3869,Lowest
CONFERENCE CNTR STATION #5,2842 Whiptail Loop W,Carlsbad,CA,92010,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,92010.0,San Diego,0.4597,Low,0.4597,Low
CHEVRON JQ JENSEN DC 2,2885 E Jensen Ave,Fresno,CA,93706,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,93706.0,Fresno,0.4597,Low,0.4597,Low
PROLOGISEV EBA01806 NW001,1201 Voyager St,Livermore,CA,94551,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,94551.0,Alameda,0.4597,Low,0.4597,Low
3841 N FREEWAY HOWE STATION 1,2031 Howe Ave,Sacramento,CA,95825,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95825.0,Sacramento,0.3869,Lowest,0.3869,Lowest
Amor Wellness Center,121 Belmont Ave,Mendota,CA,93640,0.0,7.0,0.0,Non-Networked,J1772,public,OTHER_ENTERTAINMENT,7.0,False,True,False,93640.0,Fresno,0.4597,Low,0.4597,Low
Amor Wellness Center,115 Belmont Ave,Mendota,CA,93640,0.0,4.0,0.0,Non-Networked,J1772,public,OTHER_ENTERTAINMENT,4.0,False,True,False,93640.0,Fresno,0.4597,Low,0.4597,Low
HFS TORRANCE T2 STATION B,24015 Garnier St,Torrance,CA,90505,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90505.0,Los Angeles,0.3,Lowest,0.3,Lowest
WASTE WASTE RES. 1,14290 Frederick St,Moreno Valley,CA,92553,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,92553.0,Riverside,0.3869,Lowest,0.3869,Lowest
VALLEY WATER STATION 02,Almaden & Via Monte,San Jose,CA,95123,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95123.0,Santa Clara,0.4597,Low,0.4597,Low
LONG BEACH HOUGHTON PARK 1,6263 Myrtle Ave,Long Beach,CA,90805,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,90805.0,Los Angeles,0.3,Lowest,0.3,Lowest
Carlsbad Premium Outlets,5620 Paseo Del Norte,Carlsbad,CA,92008,0.0,1.0,3.0,Electrify America,CHADEMO J1772 J1772COMBO,public,,4.0,False,True,True,92008.0,San Diego,0.4597,Low,0.4597,Low
CSG EV SDSU CENT PLAZA,5200 Campanile Dr,San Diego,CA,92182,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,92182.0,San Diego,0.4597,Low,0.4597,Low
WM 10535 STATION 1,10535 Wilshire Blvd,Los Angeles,CA,90024,0.0,1.0,0.0,ChargePoint Network,J1772,public,,1.0,False,True,False,90024.0,Los Angeles,0.3,Lowest,0.3,Lowest
Mel's Diner - Tesla Supercharger,31 CA-88,Jackson,CA,95642,0.0,0.0,8.0,Tesla,TESLA,public,RESTAURANT,8.0,False,False,True,95642.0,Amador,0.4597,Low,0.4597,Low
Cinemark Century 8 North Hollywood,12827 Victory Blvd,North Hollywood,CA,91606,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,91606.0,Los Angeles,0.3,Lowest,0.3,Lowest
CVS 11178 Santa Monica CA,500 Wilshire Boulevard,Santa Monica,CA,90401,0.0,2.0,0.0,Volta,J1772,public,,2.0,False,True,False,90401.0,Los Angeles,0.3,Lowest,0.3,Lowest
Holiday Inn Burbank-Media Center,150 E Angeleno Ave,Burbank,CA,91502,0.0,1.0,0.0,Non-Networked,J1772,public,HOTEL,1.0,False,True,False,91502.0,Los Angeles,0.3,Lowest,0.3,Lowest
ALDI - Panorama City,14626 W Roscoe Blvd,Panorama City,CA,91402,0.0,2.0,0.0,Non-Networked,J1772,public,GROCERY,2.0,False,True,False,91402.0,Los Angeles,0.3,Lowest,0.3,Lowest
Clearpath Federal Credit Union,340 Arden Ave,Glendale,CA,91203,0.0,1.0,0.0,Non-Networked,J1772,public,BANK,1.0,False,True,False,91203.0,Los Angeles,0.3,Lowest,0.3,Lowest
DC CORRIDOR LODI SHELL L2,6437 W Banner Street,Lodi,CA,95242,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95242.0,San Joaquin,0.4597,Low,0.4597,Low
Antioch Unified School District,701 W 18th St,Antioch,CA,94509,0.0,3.0,0.0,EV Connect,J1772,private,SCHOOL,3.0,False,True,False,94509.0,Contra Costa,0.4597,Low,0.4597,Low
"7049 - Lodi, CA (800 E Kettleman Ln)",800 E Kettleman Ln,Lodi,CA,95240,0.0,0.0,2.0,BP_PULSE,CHADEMO J1772COMBO,public,,2.0,False,False,True,95240.0,San Joaquin,0.4597,Low,0.4597,Low
Harder Elementary,495 Wyeth Rd,Hayward,CA,94544,0.0,2.0,0.0,EV Connect,J1772,public,,2.0,False,True,False,94544.0,Alameda,0.4597,Low,0.4597,Low
Westin Desert Willow Villas,60 Willow Ridge,Palm Desert,CA,92260,0.0,2.0,0.0,EV Connect,J1772,public,,2.0,False,True,False,92260.0,Riverside,0.3869,Lowest,0.3869,Lowest
Sunnyvale School District,825 W Iowa Ave,Sunnyvale,CA,94086,0.0,12.0,0.0,EV Connect,J1772,private,SCHOOL,12.0,False,True,False,94086.0,Santa Clara,0.4597,Low,0.4597,Low
Redlands Packing House District,405 W Stuart Ave,Redlands,CA,92373,0.0,4.0,0.0,EV Connect,J1772,private,SHOPPING_MALL,4.0,False,True,False,92373.0,Riverside,0.3869,Lowest,0.3869,Lowest
Calimesa,1004 Cherry Valley Blvd,Calimesa,CA,92320,0.0,7.0,0.0,EV Connect,J1772,public,,7.0,False,True,False,92320.0,Riverside,0.3869,Lowest,0.3869,Lowest
Mojave Air & Spaceport (Administration),1434 Flight Line,Mojave,CA,93501,0.0,2.0,0.0,EV Connect,J1772,public,,2.0,False,True,False,93501.0,Kern,0.4597,Low,0.4597,Low
Greenfield High School,225 S El Camino Real,Greenfield,CA,93927,0.0,4.0,0.0,EV Connect,J1772,private,SCHOOL,4.0,False,True,False,93927.0,Monterey,0.4597,Low,0.4597,Low
King City Union School District,720 Broadway St,King City,CA,93930,0.0,4.0,0.0,EV Connect,J1772,private,SCHOOL,4.0,False,True,False,93930.0,Monterey,0.4597,Low,0.4597,Low
Biorichland,2600 Hilltop Dr,Richmond,CA,94806,0.0,6.0,0.0,EV Connect,J1772,private,OFFICE_BLDG,6.0,False,True,False,94806.0,Contra Costa,0.4597,Low,0.4597,Low
2450 Martin Rd,2450 Martin Rd,Fairfield,CA,94534,0.0,2.0,0.0,EV Connect,J1772,public,,2.0,False,True,False,94534.0,Napa,0.4597,Low,0.4597,Low
Audi Costa Mesa,1275 Bristol St,Costa Mesa,CA,92626,0.0,15.0,0.0,Blink Network,J1772,public,,15.0,False,True,False,92626.0,Orange,0.3869,Lowest,0.3869,Lowest
"BoA CA0-151 (Palm Springs, CA)",588 S Palm Canyon Dr,Palm Springs,CA,92264,0.0,0.0,4.0,Electrify America,CHADEMO J1772COMBO,public,,4.0,False,False,True,92264.0,Riverside,0.3869,Lowest,0.3869,Lowest
RCEA EV NETWORK TRINIDAD 1,380 Janis Court,Trinidad,CA,95570,0.0,2.0,0.0,ChargePoint Network,J1772,public,,2.0,False,True,False,95570.0,Humboldt,0.4597,Low,0.4597,Low
DC CORRIDOR SOUTH LAKE DC1,2012 Lake Tahoe Blvd,South Lake Tahoe,CA,96150,0.0,0.0,1.0,ChargePoint Network,CHADEMO J1772COMBO,public,,1.0,False,False,True,96150.0,El Dorado,0.4597,Low,0.4597,Low
"2157 Meeker Ave - Richmond, CA - Tesla Destination",2157 Meeker Ave,Richmond,CA,94804,0.0,2.0,0.0,Non-Networked,J1772,public,,2.0,False,True,False,94804.0,Contra Costa,0.4597,Low,0.4597,Low
275 Battery St - Tesla Destination,275 Battery St,San Francisco,CA,94111,0.0,11.0,0.0,Tesla Destination,TESLA,public,,11.0,False,True,False,94111.0,San Francisco,0.4597,Low,0.4597,Low
55 Second Street Garage - Tesla Destination,55 Second St,San Francisco,CA,94105,0.0,4.0,0.0,Tesla Destination,TESLA,public,,4.0,False,True,False,94105.0,San Francisco,0.4597,Low,0.4597,Low
6th & A Parking Garage - Tesla Destination,1350 6th Ave,San Diego,CA,92101,0.0,2.0,0.0,Tesla Destination,TESLA,public,,2.0,False,True,False,92101.0,San Diego,0.4597,Low,0.4597,Low
AutoCamp Russian River - Tesla Destination,14120 Old Cazadero Rd,Guerneville,CA,95446,0.0,2.0,0.0,Tesla Destination,TESLA,public,,2.0,False,True,False,95446.0,Sonoma,0.4597,Low,0.4597,Low
Ayres Hotel Chula Vista - Tesla Destination,1710 Millenia Ave,Chula Vista,CA,91915,0.0,2.0,0.0,Tesla Destination,TESLA,public,,2.0,False,True,False,91915.0,San Diego,0.4597,Low,0.4597,Low
Ayres Suites - Mission Viejo - Tesla Destination,28941 Los Alisos Blvd,Mission Viejo,CA,92692,0.0,4.0,0.0,Tesla Destination,J1772 TESLA,public,,4.0,False,True,False,92692.0,Orange,0.3869,Lowest,0.3869,Lowest
